Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
KMR 46-2764,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,285
KMR 46-2764,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-2764,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,106
KMR 46-2764,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-2764,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,35
KMR 46-2765,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,No,153
KMR 46-2765,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,708
KMR 46-2765,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-2765,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,243
KMR 46-2765,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-2765,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,90
KMR 46-2766,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,No,97
KMR 46-2766,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,364
KMR 46-2766,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-2766,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,165
KMR 46-2766,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-2766,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,68
KMR 46-2771,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,No,195
KMR 46-2771,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,679
KMR 46-2771,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-2771,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,260
KMR 46-2771,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-2771,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,65
KMR 46-3148,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,No,121
KMR 46-3148,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,634
KMR 46-3148,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-3148,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,205
KMR 46-3148,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-3148,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,84
KMR 46-3592,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,No,86
KMR 46-3592,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,384
KMR 46-3592,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-3592,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,134
KMR 46-3592,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-3592,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,48
KMR 46-3594,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,No,70
KMR 46-3594,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Registered Voters,311
KMR 46-3594,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Blank Voted,0
KMR 46-3594,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Counted,104
KMR 46-3594,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Times Over Voted,0
KMR 46-3594,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,1,Total,NP,Yes,34
KRAIN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,No,234
KRAIN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Registered Voters,570
KRAIN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Blank Voted,0
KRAIN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Counted,264
KRAIN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Over Voted,0
KRAIN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Yes,30
LAKE ALICE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,No,154
LAKE ALICE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Registered Voters,508
LAKE ALICE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Times Blank Voted,0
LAKE ALICE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Times Counted,201
LAKE ALICE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Times Over Voted,0
LAKE ALICE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,8,Total,NP,Yes,47
LAKE DESIRE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,No,159
LAKE DESIRE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Registered Voters,602
LAKE DESIRE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Blank Voted,0
LAKE DESIRE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Counted,208
LAKE DESIRE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Over Voted,0
LAKE DESIRE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Yes,49
LAKE JOY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,No,245
LAKE JOY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Registered Voters,825
LAKE JOY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Times Blank Voted,0
LAKE JOY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Times Counted,324
LAKE JOY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Times Over Voted,0
LAKE JOY,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Yes,79
LAKE LEOTA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,No,97
LAKE LEOTA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Registered Voters,435
LAKE LEOTA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Blank Voted,0
LAKE LEOTA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Counted,143
LAKE LEOTA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Times Over Voted,0
LAKE LEOTA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,45,3,1,Total,NP,Yes,46
LAKE MORTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,No,84
LAKE MORTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,Registered Voters,239
LAKE MORTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,Times Blank Voted,0
LAKE MORTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,Times Counted,93
LAKE MORTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,Times Over Voted,0
LAKE MORTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,7,8,Total,NP,Yes,9
LAKE RETREAT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,No,178
LAKE RETREAT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Registered Voters,495
LAKE RETREAT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Blank Voted,0
LAKE RETREAT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Counted,188
LAKE RETREAT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Times Over Voted,0
LAKE RETREAT,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,Yes,10
LAKE YOUNGS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,No,233
LAKE YOUNGS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Registered Voters,632
LAKE YOUNGS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Blank Voted,0
LAKE YOUNGS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Counted,271
LAKE YOUNGS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Over Voted,0
LAKE YOUNGS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Yes,38
LAKELAND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,No,87
LAKELAND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Registered Voters,541
LAKELAND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Blank Voted,0
LAKELAND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Counted,128
LAKELAND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Times Over Voted,0
LAKELAND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,30,7,8,Total,NP,Yes,41
LAKERIDGE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,No,191
LAKERIDGE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Registered Voters,745
LAKERIDGE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Blank Voted,0
LAKERIDGE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Counted,303
LAKERIDGE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Over Voted,0
LAKERIDGE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Yes,112
LANGSTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,No,120
LANGSTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Registered Voters,597
LANGSTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Blank Voted,0
LANGSTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Counted,209
LANGSTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Over Voted,0
LANGSTON,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Yes,89
LEAH,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,11,9,8,Total,NP,No,174
LEAH,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,11,9,8,Total,NP,Registered Voters,651
LEAH,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,11,9,8,Total,NP,Times Blank Voted,0
LEAH,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,11,9,8,Total,NP,Times Counted,228
LEAH,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,11,9,8,Total,NP,Times Over Voted,0
LEAH,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,11,9,8,Total,NP,Yes,54
LFP 46-0003,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,115
LFP 46-0003,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,451
LFP 46-0003,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0003,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,191
LFP 46-0003,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0003,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,76
LFP 46-0092,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,142
LFP 46-0092,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,643
LFP 46-0092,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0092,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,261
LFP 46-0092,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0092,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,119
LFP 46-0309,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,131
LFP 46-0309,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,574
LFP 46-0309,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0309,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,283
LFP 46-0309,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0309,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,152
LFP 46-0397,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,50
LFP 46-0397,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,372
LFP 46-0397,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0397,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,129
LFP 46-0397,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0397,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,79
LFP 46-0400,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,101
LFP 46-0400,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,512
LFP 46-0400,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,1
LFP 46-0400,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,228
LFP 46-0400,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0400,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,126
LFP 46-0517,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,75
LFP 46-0517,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,435
LFP 46-0517,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0517,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,171
LFP 46-0517,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0517,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,96
LFP 46-0650,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,79
LFP 46-0650,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,355
LFP 46-0650,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0650,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,169
LFP 46-0650,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0650,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,90
LFP 46-0652,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,45
LFP 46-0652,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,227
LFP 46-0652,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0652,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,102
LFP 46-0652,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0652,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,57
LFP 46-0653,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,116
LFP 46-0653,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,414
LFP 46-0653,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0653,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,218
LFP 46-0653,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0653,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,102
LFP 46-0654,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,104
LFP 46-0654,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,479
LFP 46-0654,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0654,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,228
LFP 46-0654,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0654,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,124
LFP 46-0655,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,130
LFP 46-0655,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,676
LFP 46-0655,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0655,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,289
LFP 46-0655,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0655,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,159
LFP 46-0734,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,134
LFP 46-0734,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,571
LFP 46-0734,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-0734,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,247
LFP 46-0734,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-0734,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,113
LFP 46-1056,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,131
LFP 46-1056,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,519
LFP 46-1056,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-1056,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,257
LFP 46-1056,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-1056,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,126
