Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
LFP 46-1075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,64
LFP 46-1075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,357
LFP 46-1075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-1075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,151
LFP 46-1075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-1075,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,87
LFP 46-1089,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,126
LFP 46-1089,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,562
LFP 46-1089,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-1089,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,231
LFP 46-1089,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-1089,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,105
LFP 46-1143,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,129
LFP 46-1143,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,431
LFP 46-1143,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-1143,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,219
LFP 46-1143,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-1143,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,90
LFP 46-1186,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,85
LFP 46-1186,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,435
LFP 46-1186,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-1186,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,176
LFP 46-1186,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-1186,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,91
LFP 46-1237,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,98
LFP 46-1237,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,412
LFP 46-1237,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-1237,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,206
LFP 46-1237,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-1237,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,108
LFP 46-2439,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,70
LFP 46-2439,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,313
LFP 46-2439,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-2439,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,144
LFP 46-2439,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-2439,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,74
LFP 46-2763,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,56
LFP 46-2763,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,273
LFP 46-2763,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,1
LFP 46-2763,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,119
LFP 46-2763,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-2763,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,62
LFP 46-3380,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,No,122
LFP 46-3380,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Registered Voters,579
LFP 46-3380,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Blank Voted,0
LFP 46-3380,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Counted,238
LFP 46-3380,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Times Over Voted,0
LFP 46-3380,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,46,1,7,Total,NP,Yes,116
LINCOLN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,9,8,Total,NP,No,107
LINCOLN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,9,8,Total,NP,Registered Voters,306
LINCOLN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,9,8,Total,NP,Times Blank Voted,0
LINCOLN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,9,8,Total,NP,Times Counted,119
LINCOLN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,9,8,Total,NP,Times Over Voted,0
LINCOLN,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,31,9,8,Total,NP,Yes,12
LISABEULA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,34,8,7,Total,NP,No,81
LISABEULA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,34,8,7,Total,NP,Registered Voters,450
LISABEULA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,34,8,7,Total,NP,Times Blank Voted,0
LISABEULA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,34,8,7,Total,NP,Times Counted,207
LISABEULA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,34,8,7,Total,NP,Times Over Voted,0
LISABEULA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,34,8,7,Total,NP,Yes,126
LITTLE SOOS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,No,152
LITTLE SOOS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Registered Voters,466
LITTLE SOOS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Blank Voted,0
LITTLE SOOS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Counted,187
LITTLE SOOS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Over Voted,0
LITTLE SOOS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Yes,35
LOIS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,No,119
LOIS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Registered Voters,561
LOIS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Blank Voted,1
LOIS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Counted,179
LOIS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Times Over Voted,0
LOIS,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,37,2,9,Total,NP,Yes,59
LORA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,No,164
LORA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Registered Voters,596
LORA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Times Blank Voted,0
LORA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Times Counted,214
LORA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Times Over Voted,0
LORA,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,3,1,Total,NP,Yes,50
LOUIE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,No,111
LOUIE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Registered Voters,518
LOUIE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Blank Voted,0
LOUIE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Counted,158
LOUIE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Times Over Voted,0
LOUIE,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,47,9,8,Total,NP,Yes,47
LUND,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,5,9,8,Total,NP,No,283
